region_key,median_income
union_south dakota,84137
walworth_south dakota,62722
yankton_south dakota,73855
ziebach_south dakota,47333
anderson_tennessee,63171
bedford_tennessee,62197
benton_tennessee,50435
bledsoe_tennessee,49655
blount_tennessee,74607
bradley_tennessee,63789
campbell_tennessee,50260
cannon_tennessee,58092
carroll_tennessee,50391
carter_tennessee,48435
cheatham_tennessee,82015
chester_tennessee,60543
claiborne_tennessee,46587
clay_tennessee,44712
cocke_tennessee,48416
coffee_tennessee,60656
crockett_tennessee,59049
cumberland_tennessee,58475
davidson_tennessee,75664
decatur_tennessee,46190
dekalb_tennessee,48484
dickson_tennessee,73223
dyer_tennessee,54973
fayette_tennessee,84764
fentress_tennessee,50865
franklin_tennessee,61553
gibson_tennessee,59009
giles_tennessee,61476
grainger_tennessee,51351
greene_tennessee,54071
grundy_tennessee,45573
hamblen_tennessee,52794
hamilton_tennessee,72568
hancock_tennessee,31995
hardeman_tennessee,46173
hardin_tennessee,49149
hawkins_tennessee,55278
haywood_tennessee,43513
henderson_tennessee,53471
henry_tennessee,48540
hickman_tennessee,57223
houston_tennessee,54475
humphreys_tennessee,59333
jackson_tennessee,41475
jefferson_tennessee,63084
johnson_tennessee,52152
knox_tennessee,71662
lake_tennessee,30500
lauderdale_tennessee,49205
lawrence_tennessee,53233
lewis_tennessee,49477
lincoln_tennessee,63115
loudon_tennessee,80296
mcminn_tennessee,59674
mcnairy_tennessee,50714
macon_tennessee,56269
madison_tennessee,58189
marion_tennessee,58103
marshall_tennessee,70829
maury_tennessee,74162
meigs_tennessee,58395
monroe_tennessee,56648
montgomery_tennessee,72365
moore_tennessee,66687
morgan_tennessee,57408
obion_tennessee,53102
overton_tennessee,46159
perry_tennessee,50489
pickett_tennessee,44591
polk_tennessee,60227
putnam_tennessee,56537
rhea_tennessee,58133
roane_tennessee,66218
robertson_tennessee,78439
rutherford_tennessee,82588
scott_tennessee,42679
sequatchie_tennessee,52260
sevier_tennessee,63829
shelby_tennessee,62337
smith_tennessee,62799
stewart_tennessee,62052
sullivan_tennessee,56802
sumner_tennessee,86005
tipton_tennessee,71736
trousdale_tennessee,63190
unicoi_tennessee,50381
union_tennessee,61858
van buren_tennessee,60281
warren_tennessee,54088
washington_tennessee,61051
wayne_tennessee,52824
weakley_tennessee,49502
white_tennessee,52206
williamson_tennessee,131202
wilson_tennessee,94048
anderson_texas,58846
andrews_texas,76902
angelina_texas,58847
aransas_texas,61754
archer_texas,71958
armstrong_texas,68462
atascosa_texas,69413
austin_texas,75994
bailey_texas,70625
bandera_texas,69703
bastrop_texas,82730
baylor_texas,42313
bee_texas,56075
bell_texas,66051
bexar_texas,70571
blanco_texas,87564
borden_texas,64250
bosque_texas,69339
bowie_texas,59295
brazoria_texas,95155
brazos_texas,58388
brewster_texas,52612
briscoe_texas,41188
brooks_texas,31310
brown_texas,55305
burleson_texas,72888
burnet_texas,77158
caldwell_texas,68503
calhoun_texas,71870
callahan_texas,68455
cameron_texas,51334
camp_texas,55061
carson_texas,84583
cass_texas,54328
castro_texas,63485
chambers_texas,108114
cherokee_texas,59830
childress_texas,60333
clay_texas,77355
cochran_texas,42137
coke_texas,46431
coleman_texas,52364
collin_texas,117588
collingsworth_texas,60165
colorado_texas,68554
comal_texas,99015
comanche_texas,59946
concho_texas,59632
cooke_texas,72472
coryell_texas,68904
cottle_texas,58819
crane_texas,59915
crockett_texas,81739
crosby_texas,52197
culberson_texas,42672
dallam_texas,72332
dallas_texas,74149
dawson_texas,55789
deaf smith_texas,54114
delta_texas,62855
denton_texas,108185
dewitt_texas,64014
dickens_texas,50417
dimmit_texas,33409
donley_texas,56648
duval_texas,50081
eastland_texas,51741
ector_texas,71031
edwards_texas,38500
ellis_texas,95898
el paso_texas,58859
erath_texas,65351
falls_texas,55372
fannin_texas,68377
fayette_texas,76541
fisher_texas,64700
floyd_texas,55461
foard_texas,42212
fort bend_texas,113409
franklin_texas,66800
freestone_texas,58460
frio_texas,60098
gaines_texas,76605
galveston_texas,85348
garza_texas,50545
gillespie_texas,67799
glasscock_texas,106806
goliad_texas,59556
gonzales_texas,59355
gray_texas,56082
grayson_texas,70455
gregg_texas,64809
grimes_texas,67080
guadalupe_texas,93776
hale_texas,52788
hall_texas,46728
hamilton_texas,55339
hansford_texas,68299
hardeman_texas,61179
hardin_texas,72532
harris_texas,73104
harrison_texas,66040
hartley_texas,82122
haskell_texas,54044
hays_texas,85827
hemphill_texas,72052
henderson_texas,63955
hidalgo_texas,52281
hill_texas,63147
hockley_texas,54810
hood_texas,86802
hopkins_texas,64725
houston_texas,54563
howard_texas,71457
hudspeth_texas,39336
hunt_texas,70112
hutchinson_texas,65470
irion_texas,58125
jack_texas,65693
jackson_texas,61752
jasper_texas,49919
jeff davis_texas,32625
jefferson_texas,59934
jim hogg_texas,42230
jim wells_texas,47492
johnson_texas,81826
jones_texas,63472
karnes_texas,59103
kaufman_texas,88606
kendall_texas,110498
kenedy_texas,-666666666
kent_texas,71420
kerr_texas,67927
kimble_texas,65703
king_texas,70192
kinney_texas,66341
kleberg_texas,57612
knox_texas,56304
lamar_texas,61122
lamb_texas,56997
lampasas_texas,76919
la salle_texas,55469
lavaca_texas,61768
lee_texas,66000
leon_texas,59975
liberty_texas,64773
limestone_texas,58109
lipscomb_texas,71442
live oak_texas,53869
llano_texas,65636
loving_texas,51087
lubbock_texas,63367
lynn_texas,57411
mcculloch_texas,51919
mclennan_texas,63888
mcmullen_texas,45833
madison_texas,67128
marion_texas,47447
martin_texas,77083
mason_texas,68750
matagorda_texas,55174
maverick_texas,51270
medina_texas,73462
menard_texas,48191
midland_texas,93984
milam_texas,59076
mills_texas,64494
mitchell_texas,56033
montague_texas,62818
montgomery_texas,97266
moore_texas,61325
morris_texas,55082
motley_texas,62857
nacogdoches_texas,51528
navarro_texas,59310
newton_texas,41044
nolan_texas,50160
nueces_texas,66021
ochiltree_texas,64988
oldham_texas,76402
orange_texas,73372
palo pinto_texas,64972
panola_texas,62593
parker_texas,102099
parmer_texas,68164
pecos_texas,67689
polk_texas,59066
potter_texas,50448
presidio_texas,29014
rains_texas,64874
randall_texas,80905
reagan_texas,70288
real_texas,45417
red river_texas,46912
reeves_texas,56056
refugio_texas,58016
roberts_texas,66118
robertson_texas,66250
rockwall_texas,124917
runnels_texas,63490
rusk_texas,67506
sabine_texas,59924
san augustine_texas,46338
san jacinto_texas,59526
san patricio_texas,67512
san saba_texas,54855
schleicher_texas,90141
scurry_texas,62689
shackelford_texas,64659
shelby_texas,50436
sherman_texas,74167
smith_texas,71923
somervell_texas,83382
starr_texas,38182
stephens_texas,54695
sterling_texas,78750
stonewall_texas,61250
sutton_texas,75000
swisher_texas,39031
tarrant_texas,81905
taylor_texas,66406
terrell_texas,46989
terry_texas,45905
throckmorton_texas,58864
titus_texas,59220
tom green_texas,66254
travis_texas,97169
trinity_texas,51663
tyler_texas,50647
upshur_texas,62794
upton_texas,52321
uvalde_texas,57849
val verde_texas,59673
van zandt_texas,68274
victoria_texas,70101
walker_texas,49862
waller_texas,76135
ward_texas,71719
washington_texas,75085
webb_texas,62506
wharton_texas,66100
wheeler_texas,67964
wichita_texas,62168
wilbarger_texas,51626
willacy_texas,45645
williamson_texas,108309
wilson_texas,92461
winkler_texas,91898
wise_texas,89897
wood_texas,62524
yoakum_texas,82261
young_texas,63723
zapata_texas,36527
zavala_texas,41887
beaver_utah,85603
box elder_utah,77865
cache_utah,78292
carbon_utah,53673
daggett_utah,58750
davis_utah,108058
duchesne_utah,74738
emery_utah,69956
garfield_utah,61688
grand_utah,62521
iron_utah,65527
juab_utah,89803
kane_utah,75000
millard_utah,70877
morgan_utah,126092
piute_utah,44650
rich_utah,76875
salt lake_utah,94658
san juan_utah,54890
sanpete_utah,67459
sevier_utah,73765
summit_utah,137058
tooele_utah,101846
uintah_utah,69861
utah_utah,96877
wasatch_utah,115146
washington_utah,76411
wayne_utah,70074
weber_utah,87083
addison_vermont,88478
bennington_vermont,71494
caledonia_vermont,66075
chittenden_vermont,94310
essex_vermont,58985
franklin_vermont,79078
grand isle_vermont,90625
lamoille_vermont,69897
orange_vermont,77328
orleans_vermont,66426
rutland_vermont,64778
washington_vermont,79853
windham_vermont,68021
windsor_vermont,75247
accomack_virginia,57500
albemarle_virginia,102617
alleghany_virginia,55160
amelia_virginia,66339
amherst_virginia,67298
appomattox_virginia,62337
arlington_virginia,140160
augusta_virginia,79972
bath_virginia,61709
bedford_virginia,77644
bland_virginia,61375
botetourt_virginia,80467
brunswick_virginia,52978
buchanan_virginia,42216
buckingham_virginia,59199
campbell_virginia,62608
caroline_virginia,86267
carroll_virginia,52575
charles city_virginia,70339
charlotte_virginia,48892
chesterfield_virginia,98910
clarke_virginia,114185
craig_virginia,67778
culpeper_virginia,96098
cumberland_virginia,57057
dickenson_virginia,43831
dinwiddie_virginia,83898
essex_virginia,56481
fairfax_virginia,150113
fauquier_virginia,129495
floyd_virginia,61401
fluvanna_virginia,91959
franklin_virginia,68348
frederick_virginia,95603
giles_virginia,64819
gloucester_virginia,83689
goochland_virginia,118695
grayson_virginia,42864
greene_virginia,85268
greensville_virginia,56759
halifax_virginia,49244
hanover_virginia,109504
henrico_virginia,86397
henry_virginia,48445
highland_virginia,62946
isle of wight_virginia,96118
james city_virginia,107046
king and queen_virginia,72851
king george_virginia,110517
king william_virginia,85212
lancaster_virginia,67169
lee_virginia,42269
loudoun_virginia,178707
louisa_virginia,80343
lunenburg_virginia,54460
madison_virginia,82972
mathews_virginia,75487
mecklenburg_virginia,51691
middlesex_virginia,74154
montgomery_virginia,70769
nelson_virginia,68525
new kent_virginia,120125
northampton_virginia,55933
northumberland_virginia,69500
nottoway_virginia,62161
orange_virginia,94175
page_virginia,59396
patrick_virginia,50938
pittsylvania_virginia,54115
powhatan_virginia,110667
prince edward_virginia,55082
prince george_virginia,88225
prince william_virginia,128873
pulaski_virginia,60767
rappahannock_virginia,98125
richmond_virginia,64184
roanoke_virginia,82931
rockbridge_virginia,63975
rockingham_virginia,78468
russell_virginia,49020
scott_virginia,45136
shenandoah_virginia,64437
smyth_virginia,46859
southampton_virginia,68465
spotsylvania_virginia,109576
stafford_virginia,133792
surry_virginia,71458
sussex_virginia,62821
tazewell_virginia,45788
warren_virginia,84331
washington_virginia,62774
westmoreland_virginia,59766
wise_virginia,50740
wythe_virginia,55359
york_virginia,108326
alexandria city_virginia,113638
bristol city_virginia,44706
buena vista city_virginia,54458
charlottesville city_virginia,69829
chesapeake city_virginia,94189
colonial heights city_virginia,76250
covington city_virginia,42724
danville city_virginia,42778
emporia city_virginia,49375
fairfax city_virginia,132774
falls church city_virginia,154734
franklin city_virginia,65125
fredericksburg city_virginia,85368
galax city_virginia,41438
hampton city_virginia,67758
harrisonburg city_virginia,59752
hopewell city_virginia,48681
lexington city_virginia,89598
lynchburg city_virginia,59808
manassas city_virginia,117919
manassas park city_virginia,100668
martinsville city_virginia,42434
newport news city_virginia,66718
norfolk city_virginia,64017
norton city_virginia,38497
petersburg city_virginia,50741
poquoson city_virginia,120919
portsmouth city_virginia,58972
radford city_virginia,52791
richmond city_virginia,62671
roanoke city_virginia,52671
salem city_virginia,66716
staunton city_virginia,62586
suffolk city_virginia,90089
virginia beach city_virginia,90685
waynesboro city_virginia,56364
williamsburg city_virginia,70206
winchester city_virginia,64648
adams_washington,65042
asotin_washington,69107
benton_washington,87316
chelan_washington,78306
clallam_washington,67999
clark_washington,94948
columbia_washington,71528
cowlitz_washington,72932
douglas_washington,80374
ferry_washington,54650
franklin_washington,82755
garfield_washington,62411
grant_washington,71115
grays harbor_washington,63539
island_washington,88358
jefferson_washington,71143
king_washington,122148
kitsap_washington,98546
kittitas_washington,69928
klickitat_washington,70400
lewis_washington,69690
lincoln_washington,71227
mason_washington,78359
okanogan_washington,60293
pacific_washington,62350
pend oreille_washington,63750
pierce_washington,96632
san juan_washington,83682
skagit_washington,85474
skamania_washington,90085
snohomish_washington,107982
spokane_washington,73513
stevens_washington,67405
thurston_washington,93985
wahkiakum_washington,57091
walla walla_washington,72212
whatcom_washington,80989
whitman_washington,52893
yakima_washington,68015
barbour_west virginia,48347
berkeley_west virginia,77329
boone_west virginia,56152
braxton_west virginia,44449
brooke_west virginia,52116
cabell_west virginia,52828
calhoun_west virginia,41421
clay_west virginia,42790
doddridge_west virginia,61164
fayette_west virginia,52672
gilmer_west virginia,50991
grant_west virginia,61530
greenbrier_west virginia,48662
hampshire_west virginia,60299
hancock_west virginia,61017
hardy_west virginia,49302
harrison_west virginia,58326
jackson_west virginia,55671
jefferson_west virginia,95523
kanawha_west virginia,58887
lewis_west virginia,52279
lincoln_west virginia,48593
logan_west virginia,47237
mcdowell_west virginia,29980
marion_west virginia,67537
marshall_west virginia,60329
mason_west virginia,53454
mercer_west virginia,47799
mineral_west virginia,68049
mingo_west virginia,39527
monongalia_west virginia,62704
monroe_west virginia,54508
morgan_west virginia,63805
nicholas_west virginia,49280
ohio_west virginia,57867
pendleton_west virginia,61738
pleasants_west virginia,61038
pocahontas_west virginia,41200
preston_west virginia,61373
putnam_west virginia,77871
raleigh_west virginia,52055
randolph_west virginia,55057
ritchie_west virginia,50256
roane_west virginia,45194
summers_west virginia,42544
taylor_west virginia,56807
tucker_west virginia,53475
tyler_west virginia,58293
upshur_west virginia,51859
wayne_west virginia,55539
webster_west virginia,42061
wetzel_west virginia,53341
wirt_west virginia,54688
wood_west virginia,56193
wyoming_west virginia,48038
adams_wisconsin,59153
ashland_wisconsin,57645
barron_wisconsin,64619
bayfield_wisconsin,69609
brown_wisconsin,77490
buffalo_wisconsin,68722
burnett_wisconsin,61664
calumet_wisconsin,87700
chippewa_wisconsin,74009
clark_wisconsin,66250
columbia_wisconsin,82792
crawford_wisconsin,63496
dane_wisconsin,88108
dodge_wisconsin,73992
door_wisconsin,71785
douglas_wisconsin,72579
dunn_wisconsin,71785
eau claire_wisconsin,71834
florence_wisconsin,62786
fond du lac_wisconsin,73154
forest_wisconsin,59727
grant_wisconsin,64349
green_wisconsin,80248
green lake_wisconsin,66917
iowa_wisconsin,83372
iron_wisconsin,59058
jackson_wisconsin,65508
jefferson_wisconsin,80604
juneau_wisconsin,65150
kenosha_wisconsin,79412
kewaunee_wisconsin,80085
la crosse_wisconsin,70704
lafayette_wisconsin,72091
langlade_wisconsin,57258
lincoln_wisconsin,67726
manitowoc_wisconsin,68611
marathon_wisconsin,76185
marinette_wisconsin,63401
marquette_wisconsin,63471
menominee_wisconsin,59528
milwaukee_wisconsin,62118
monroe_wisconsin,68213
oconto_wisconsin,75886
oneida_wisconsin,69621
outagamie_wisconsin,82857
ozaukee_wisconsin,96734
pepin_wisconsin,74536
pierce_wisconsin,88802
polk_wisconsin,76208
portage_wisconsin,73284
price_wisconsin,58720
racine_wisconsin,75331
richland_wisconsin,62649
rock_wisconsin,74390
rusk_wisconsin,58322
st. croix_wisconsin,102482
sauk_wisconsin,77648
sawyer_wisconsin,59055
shawano_wisconsin,67032
sheboygan_wisconsin,71898
taylor_wisconsin,63142
trempealeau_wisconsin,71295
vernon_wisconsin,69556
vilas_wisconsin,67132
walworth_wisconsin,77359
washburn_wisconsin,61270
washington_wisconsin,95851
waukesha_wisconsin,104100
waupaca_wisconsin,71189
waushara_wisconsin,64968
winnebago_wisconsin,72873
wood_wisconsin,66417
albany_wyoming,59881
big horn_wyoming,60547
campbell_wyoming,95253
carbon_wyoming,66721
converse_wyoming,79164
crook_wyoming,71209
fremont_wyoming,64646
goshen_wyoming,64882
hot springs_wyoming,64375
johnson_wyoming,63905
laramie_wyoming,77884
lincoln_wyoming,86092
natrona_wyoming,71247
niobrara_wyoming,48987
park_wyoming,70533
platte_wyoming,66299
sheridan_wyoming,70855
sublette_wyoming,82791
sweetwater_wyoming,76464
teton_wyoming,112681
uinta_wyoming,82672
washakie_wyoming,62648
weston_wyoming,87545
